成品电导率,成品PH值,成品浓度,成品浊度,成品温度,成品表面张力,成品COD,柠檬酸,置换量,离子液添加量,原液添加比例,异常类型
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.4,6.06,1.26%,26.9,24.9,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
6.72,6.07,1.29%,36.27,25.9,27.8,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.39,6.08,1.27%,35.76,25.7,27.9,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.67,6.05,1.26%,34.4,25.1,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.67,6.03,1.26%,38.4,24.9,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.6,6.04,1.26%,39.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,5.98,1.26%,40.4,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.88,6.13,1.27%,33.0,25.0,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
6.83,6.12,1.29%,41.4,24.9,28.1,25855.0,柠檬酸0g,4.51%,6.00%,0.64,跳线
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,断上下线
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.52,6.13,1.27%,53.69,25.7,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.55,6.11,1.27%,49.76,25.7,27.9,24117.5,柠檬酸0g,5.00%,6.00%,0.67,设备故障
7.43,6.03,1.26%,41.2,24.9,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.43,6.17,1.27%,34.8,26.1,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.45,6.2,1.27%,28.3,25.9,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.67,6.14,1.27%,62.84,25.8,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.73,设备故障
6.72,6.07,1.29%,36.27,25.9,27.8,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.56,6.06,1.27%,43.92,25.7,27.9,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
6.55,6.1,1.29%,31.8,26.1,27.9,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.48,6.16,1.27%,35.7,25.8,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.7,6.07,1.27%,38.3,25.1,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.23,6.11,1.27%,32.7,25.6,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,提料挂断线
7.67,6.03,1.26%,38.4,24.9,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,设备故障
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,断下线
6.6,6.13,1.29%,34.69,26.2,28.0,25140.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25140.0,柠檬酸0g,4.51%,6.00%,0.64,加切
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,跳线
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.37,6.2,1.27%,39.3,26.2,28.1,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.52,6.01,1.26%,38.0,24.7,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.85,6.1,1.26%,52.15,26.0,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.72,6.06,1.26%,37.3,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,5.98,1.26%,40.4,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.16,6.06,1.29%,34.0,25.6,28.3,25140.0,柠檬酸0g,4.50%,6.00%,0.64,断下线
7.41,6.12,1.29%,39.9,25.4,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.74,提料挂断线
7.85,6.12,1.27%,66.1,26.8,27.9,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.85,6.1,1.26%,52.15,26.0,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
6.79,6.1,1.29%,41.82,25.9,28.0,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.42,6.12,1.29%,43.8,25.5,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.95,6.1,1.28%,41.4,26.1,28.0,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.67,6.05,1.26%,34.4,25.1,28.1,24792.5,柠檬酸0g,5.00%,6.00%,0.74,断下线
7.81,6.23,1.26%,36.9,24.8,28.0,24692.5,实际使用880L切换批号，加药桶0.39m切下桶原液占用161.1L,5.00%,6.00%,0.73,nan
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.35,6.12,1.28%,42.0,25.1,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.47,6.13,1.27%,58.59,25.7,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.25,6.17,1.27%,48.82,26.1,27.8,25150.0,柠檬酸0g,4.50%,6.00%,0.64,跳线
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,加切
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.47,6.07,1.29%,42.7,25.4,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.47,6.07,1.29%,42.7,25.4,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.65,6.11,1.28%,42.3,25.6,27.9,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.67,6.03,1.26%,38.4,24.9,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.62,6.12,1.28%,39.3,25.3,27.9,25875.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.77,6.14,1.29%,37.6,25.5,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.29,6.05,1.29%,39.3,25.2,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.38,6.14,1.27%,46.089,26.2,28.2,24050.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.34,6.11,1.28%,48.0,26.3,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.65,6.09,1.27%,27.8,25.0,28.0,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.25,6.17,1.27%,48.82,26.1,27.8,25150.0,柠檬酸0g,4.50%,6.00%,0.64,断下线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,断缝
7.54,6.03,1.27%,64.84,25.8,28.0,24512.5,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.38,6.19,1.27%,46.7,25.5,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.47,6.21,1.27%,44.4,25.7,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.15,6.06,1.27%,33.4,24.8,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,断下线
7.49,6.18,1.26%,38.1,26.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.9,6.01,1.26%,41.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.69,6.11,1.28%,47.1,26.0,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,断上线
7.54,6.05,1.29%,39.0,25.2,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.77,6.14,1.29%,37.6,25.5,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.55,6.17,1.28%,60.97,26.1,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.45,6.2,1.27%,28.3,25.9,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.73,加切
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.21,1.27%,34.0,25.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.54,6.16,1.28%,64.41,25.9,28.1,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.6,6.11,1.27%,63.672,25.8,27.8,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.47,6.1,1.27%,49.911,25.8,28.2,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.41,6.06,1.27%,26.3,25.7,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.65,6.09,1.27%,27.8,25.0,28.0,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,提料挂断线
7.54,6.16,1.28%,38.6,25.1,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.95,6.1,1.28%,41.4,26.1,28.0,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.47,6.12,1.27%,39.7,25.9,27.9,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.21,1.27%,34.0,25.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.95,6.1,1.28%,41.4,26.1,28.0,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.85,6.1,1.26%,52.15,26.0,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.71,6.18,1.27%,41.3,25.8,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.37,6.09,1.28%,43.2,25.7,28.0,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.53,6.08,1.29%,41.7,25.5,27.9,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.77,6.14,1.29%,37.6,25.5,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,6.09,1.27%,62.53,26.4,27.9,24230.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.4,6.09,1.27%,35.4,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.35,6.1,1.27%,45.69,25.9,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.73,6.15,1.27%,60.29,26.0,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,跳线
7.73,6.15,1.27%,60.29,26.0,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,nan
7.81,6.13,1.27%,59.1,25.7,28.1,24267.5,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.67,6.16,1.27%,45.7,25.7,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.48,6.16,1.27%,35.7,25.8,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.43,6.17,1.27%,34.8,26.1,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,断上下线
7.75,6.1,1.29%,43.9,25.0,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.61,6.11,1.28%,44.6,25.1,27.9,25855.0,柠檬酸0g,5.00%,6.00%,0.73,设备故障
7.97,6.16,1.28%,80.74,25.9,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,设备故障
7.42,6.16,1.27%,35.1,26.1,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.52,6.01,1.26%,38.0,24.7,27.8,24792.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.65,6.09,1.27%,27.8,25.0,28.0,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.41,6.12,1.29%,39.9,25.4,28.1,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
6.91,6.1,1.29%,47.11,26.0,28.2,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.19,6.05,1.26%,30.9,25.0,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.43,6.11,1.27%,33.7,24.9,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.74,断上线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.32,6.11,1.27%,45.748,25.8,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.72,6.15,1.27%,39.5,25.9,28.0,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.54,6.03,1.27%,64.84,25.8,28.0,24512.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.97,6.16,1.28%,80.74,25.9,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.42,6.16,1.27%,35.1,26.1,27.9,24730.0,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.59,6.09,1.28%,39.4,25.1,28.1,24730.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.52,6.11,1.27%,54.71,26.4,27.8,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.42,6.1,1.27%,47.496,26.0,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.1,6.05,1.30%,42.1,24.6,28.0,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.29,6.13,1.28%,40.41,25.9,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.66,5.96,1.26%,66.17,25.7,28.1,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.54,6.03,1.27%,64.84,25.8,28.0,24512.5,柠檬酸0g,5.00%,6.00%,0.74,设备故障
7.66,5.96,1.26%,66.17,25.7,28.1,24512.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.81,6.13,1.27%,59.1,25.7,28.1,24117.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.19,6.05,1.26%,30.9,25.0,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.79,6.06,1.26%,40.4,25.5,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.6,6.04,1.26%,39.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.65,6.09,1.27%,27.8,25.0,28.0,25855.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.74,6.1,1.28%,32.1,25.0,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.58,6.03,1.29%,38.2,25.6,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.7,6.07,1.28%,52.6,26.0,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.74,断上线
7.5,6.11,1.28%,44.1,24.9,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.47,6.13,1.27%,59.82,26.2,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.73,断上线
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.35,6.14,1.28%,39.5,26.3,28.0,24125.0,（成品罐清洗，罐底收压滤液）,5.00%,6.00%,0.67,nan
7.5,6.15,1.27%,54.682,26.0,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.16,6.06,1.29%,34.0,25.6,28.3,25140.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.18,6.15,1.29%,45.8,25.7,28.2,25140.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.26,6.05,1.28%,42.3,25.6,28.0,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.66,6.14,1.27%,38.26,26.1,28.0,24117.5,柠檬酸0g,5.00%,6.00%,0.67,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,提料挂断线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,断缝
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,改工艺
7.58,6.12,1.27%,34.7,25.3,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.63,6.1,1.28%,31.4,24.9,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.35,6.12,1.28%,42.0,25.1,28.0,25875.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.34,6.17,1.27%,35.2,25.5,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.63,6.23,1.27%,31.5,24.7,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.85,6.19,1.27%,36.9,25.6,27.9,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.8,6.24,1.26%,35.3,25.3,28.2,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
6.86,6.07,1.29%,35.29,26.0,28.0,25140.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.29,6.13,1.28%,40.41,25.9,28.1,24605.0,柠檬酸0g,5.00%,6.00%,0.74,断缝
7.86,6.05,1.28%,64.22,25.8,27.9,24050.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.44,6.11,1.28%,44.65,25.6,28.1,25000.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.43,6.03,1.26%,41.2,24.9,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.76,6.05,1.26%,39.7,25.7,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.81,6.23,1.26%,36.9,24.8,28.0,24692.5,实际使用880L切换批号，加药桶0.39m切下桶原液占用161.1L,5.00%,6.00%,0.73,跳线
7.63,6.23,1.27%,31.5,24.7,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,跳线
7.21,6.02,1.26%,38.7,25.1,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,nan
8.01,5.98,1.26%,40.4,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.72,6.06,1.26%,37.3,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.43,6.03,1.26%,41.2,24.9,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.74,nan
7.37,6.1,1.28%,25.6,27.9,28.1,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
8.01,6.14,1.27%,59.05,26.3,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.32,6.07,1.29%,38.6,25.5,28.0,24800.0,柠檬酸0g,5.00%,6.00%,0.74,设备故障
7.77,6.14,1.29%,37.6,25.5,28.1,25875.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.27,6.07,1.28%,39.8,26.1,28.2,24125.0,柠檬酸0g,5.00%,6.00%,0.67,跳线
7.85,6.1,1.26%,52.15,26.0,27.9,24470.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.23,6.14,1.28%,36.1,24.8,28.0,24730.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.9,6.07,1.27%,36.7,25.3,27.9,24800.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.38,6.14,1.27%,46.089,26.2,28.2,24050.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.25,6.17,1.27%,48.82,26.1,27.8,24230.0,柠檬酸0g,4.50%,6.00%,0.64,nan
7.22,6.08,1.27%,41.89,25.7,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.35,6.23,1.26%,40.3,26.1,28.0,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.81,6.17,1.26%,42.9,26.3,28.1,25000.0,柠檬酸0g,5.00%,6.00%,0.74,nan
7.8,6.24,1.26%,35.3,25.3,28.2,25000.0,柠檬酸0g,5.00%,6.00%,0.73,nan
8.15,6.06,1.27%,33.4,24.8,28.1,24692.5,柠檬酸0g,5.00%,6.00%,0.73,nan
7.55,6.09,1.27%,44.24,25.6,28.0,24230.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,nan
7.47,6.12,1.27%,39.7,25.9,27.9,24230.0,柠檬酸0g,4.50%,6.00%,0.64,跳线
7.44,6.11,1.28%,44.65,25.6,28.1,25150.0,柠檬酸0g,4.51%,6.00%,0.64,加切
7.85,6.12,1.27%,66.1,26.8,27.9,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.66,6.14,1.29%,41.4,25.7,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.73,断缝
7.85,6.12,1.27%,66.1,26.8,27.9,24125.0,柠檬酸0g,5.00%,6.00%,0.67,nan
7.66,6.14,1.29%,41.4,25.7,28.1,25175.0,柠檬酸0g,5.00%,6.00%,0.73,nan
7.35,6.14,1.28%,39.5,26.3,28.0,24125.0,（成品罐清洗，罐底收压滤液）,5.00%,6.00%,0.67,跳线
7.72,6.06,1.26%,37.3,25.3,27.9,24792.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
7.76,6.05,1.26%,39.7,25.7,27.8,24692.5,柠檬酸0g,5.00%,6.00%,0.73,加切
7.6,6.04,1.26%,39.0,25.6,27.9,24692.5,柠檬酸0g,5.00%,6.00%,0.73,跳线
